Date,Open,High,Low,Close,Adj Close,Volume
2020-09-24,10803.500000,11011.799805,10660.200195,10891.799805,10891.799805,791934
2020-09-25,10914.200195,11166.200195,10813.799805,11136.500000,11136.500000,791934
