Date,Open,High,Low,Close,Adj Close,Volume
2020-09-24,1447.500000,1470.900024,1426.199951,1447.000000,1447.000000,239509
2020-09-25,1450.300049,1474.199951,1428.900024,1467.199951,1467.199951,239509
