Date,Open,High,Low,Close,Adj Close,Volume
2020-09-24,3228.000000,3268.250000,3198.000000,3238.000000,3238.000000,2277010
2020-09-25,3243.500000,3296.250000,3206.500000,3287.250000,3287.250000,2277010
