Date,Open,High,Low,Close,Adj Close,Volume
2020-09-24,1851.500000,1868.300049,1851.500000,1868.300049,1868.300049,365
2020-09-25,1856.300049,1857.699951,1856.300049,1857.699951,1857.699951,365
